,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,year_week,report_count,er_avail_adrenalin_ordinal,er_avail_atropine_ordinal,er_avail_dopamine_ordinal,er_avail_cephalosporins_betalactams_ordinal,er_avail_aminoglycosides_quinolone_ordinal,er_avail_vancomycin_clindamycin_ordinal,er_avail_lidocaine_ordinal,er_avail_minor_opioids_ordinal,er_avail_major_opioids_ordinal,er_avail_iv_fluids_ordinal,er_avail_diazepam_dph_ordinal,er_avail_heparin_ordinal,er_avail_steroids_ordinal,er_avail_insulin_ordinal,er_avail_asthma_ordinal,er_avail_blood_pressure_ordinal,er_avail_defibrillator_ordinal,er_avail_ott_intubation_ordinal,er_avail_catheter_ordinal,er_avail_oxygen_suction_ordinal,sx_avail_minor_opioids_ordinal,sx_avail_major_opioids_ordinal,sx_avail_anesthetic_gases_ordinal,sx_avail_anesthetics_iv_ordinal,sx_avail_relaxants_ordinal,sx_avail_ott_intubation_ordinal,sx_avail_patient_lingerie_kit_ordinal,sx_avail_disposables_mask_gloves_gown_ordinal,sx_avail_oxygen_suction_ordinal,medical_supply_summary,operability_icu_ordinal,operability_icu_p_ordinal,operability_er_ordinal,operability_sx_ordinal,operability_lab_ordinal,operability_uls_ordinal,operability_ct_mri_ordinal,operability_xr_ordinal,country
866,2019-10-26 14:27:02.804000+00:00,43 del 2019,No operativa,00,Hay pero no funciona,No,0.0,0.0,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,CAR000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Carabobo,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Entre 3 y 5 días,Todos los días,Entre 3 y 5 días,Nunca ha existido,Tipo IV,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,10.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",10.0,2.0,8.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,206,Nunca ha existido,Entre 3 y 5 días,No,,,,,,,,50,360,1440,30,30,0,30,0,12,8,0,8,6,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,3,Menos de 3 días,1899-12-30T06:00:00.000Z,No,2019-42,1.0,1.0,1,2,2,2.0,,2,2,,,,,,,,,,,2.0,3.0,2,,2,2,2.0,2.0,2.0,2.0,2,,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
851,2019-11-01 20:59:00.410000+00:00,44 del 2019,No operativa,,Hay pero no funciona,No,0.0,,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,,,Todos los días,,Entre 3 y 5 días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,CAR000,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,Entre 1 y 2 días,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,Carabobo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,8.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",8.0,0.0,8.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,206,Entre 3 y 5 días,Entre 3 y 5 días,No,,,,,,,,50,480,600,30,30,0,30,0,12,8,0,8,10,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,4,Todos los días,1899-12-30T03:00:00.000Z,No,2019-43,1.0,2.0,2,2,2,0.0,0.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2,2.0,2,2,2.0,2.0,2.0,2.0,2,1.2413793103448276,0.0,0.0,3.0,2.0,3.0,,,0.0,Venezuela
855,2019-11-16 02:03:12.073000+00:00,45 del 2019,No operativa,No,Hay pero no funciona,No,,,,,,,,No operativa,,,,,,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,Entre 3 y 5 días,Entre 3 y 5 días,CAR000,Entre 3 y 5 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Nunca ha existido,Nunca ha existido,Nunca ha existido,Carabobo,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Entre 1 y 2 días,Entre 1 y 2 días,Tipo IV,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,10.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",10.0,2.0,8.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,206,Entre 3 y 5 días,No hubo,No,,,,,,,,56,600,480,30,30,0,30,10,12,8,0,8,6,0,"< 3 días, sin soporte alterno (cisternas)","< 3 días, sin soporte alterno (cisternas)","< 3 días, sin soporte alterno (cisternas)",Si,7,Entre 3 y 5 días,1899-12-30T10:00:00.000Z,No,2019-44,1.0,2.0,2,2,1,1.0,1.0,1,1,1.0,,,,,,,,,,,,1,1.0,2,2,0.0,2.0,2.0,2.0,2,,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
859,2019-11-23 04:18:32.975000+00:00,46 del 2019,No operativa,,Hay pero no funciona,No,,,,,,,,No operativa,,,,,,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,CAR000,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Tipo IV,No hubo,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,Entre 3 y 5 días,Sí,Sí,,IVSS,,4.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",4.0,1.0,3.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,206,Entre 3 y 5 días,No hubo,No,,,,,,,,56,360,720,30,30,0,30,10,12,8,0,8,6,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Menos de 3 días,1899-12-30T03:00:00.000Z,No,2019-45,1.0,1.0,1,1,1,1.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,2.0,0.0,0.0,2,0.5172413793103449,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
179,2019-11-23 04:25:19.134000+00:00,47 del 2019,No operativa,,Hay pero no funciona,No,,,,,,,,No operativa,,,,,,,,,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,CAR000,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,No hubo,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Carabobo,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Nunca ha existido,Entre 1 y 2 días,No hubo,No hubo,Tipo IV,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No,,,IVSS,,,,,,,,,,,456,,,,,,,,,,,206,,,No,,,,,,,,56,480,480,30,30,0,30,10,12,8,0,8,6,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,No,1,Menos de 3 días,1899-12-30T03:00:00.000Z,No,2019-46,1.0,1.0,1,1,1,1.0,0.0,1,0,,,,,,,,,,,,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,1,,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
865,2019-12-13 23:39:41.526000+00:00,48 del 2019,Nunca ha existido,,Hay pero no funciona,No,,,,,,,,No operativa,,,,,,Todos los días,Nunca ha existido,Todos los días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,No hubo,Carabobo,Entre 1 y 2 días,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Tipo IV,Todos los días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Sí,Sí,,IVSS,,6.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",6.0,2.0,4.0,5.0,3.0,Todos los días,456,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,256,Entre 3 y 5 días,Nunca ha existido,Sí,Sí,,,Ningún día,,,,50,600,480,30,30,0,30,10,12,8,0,8,4,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,2,Entre 3 y 5 días,1899-12-30T03:00:00.000Z,No,2019-47,1.0,0.0,0,0,2,2.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,0.0,2.0,2.0,3,0.5862068965517241,,0.0,3.0,3.0,3.0,,,0.0,Venezuela
867,2019-12-13 23:46:07.780000+00:00,49 del 2019,No operativa,,Hay pero no funciona,No,,,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Todos los días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,Todos los días,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,Todos los días,Entre 3 y 5 días,Entre 1 y 2 días,Todos los días,No hubo,No hubo,Tipo IV,Todos los días,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Sí,Sí,,IVSS,,4.0,0.0,,4.0,0.0,4.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,206,Entre 3 y 5 días,Nunca ha existido,No,,,,,,,,50,720,540,30,30,0,30,0,12,8,0,8,4,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Menos de 3 días,1899-12-30T01:00:00.000Z,No,2019-48,1.0,0.0,0,0,3,1.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0,0.0,3,0,0.0,0.0,1.0,1.0,3,0.7586206896551724,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
862,2019-12-14 00:44:16.859000+00:00,50 del 2019,No operativa,,Hay pero no funciona,No,,0.0,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Todos los días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Todos los días,Entre 1 y 2 días,No hubo,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Sí,Sí,,IVSS,,8.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",8.0,1.0,7.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,206,Entre 3 y 5 días,Nunca ha existido,No,,,,,,,,56,480,360,30,30,0,30,0,12,8,0,8,4,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Menos de 3 días,1899-12-30T02:00:00.000Z,No,2019-49,1.0,0.0,0,0,1,1.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1,0.0,2,0,0.0,0.0,1.0,1.0,3,0.5517241379310345,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
871,2019-12-29 20:41:19.392000+00:00,51 del 2019,No operativa,0,Hay pero no funciona,No,0.0,0.0,,0.0,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 1 y 2 días,No hubo,Tipo IV,Entre 1 y 2 días,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,6.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",6.0,2.0,4.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,256,Entre 3 y 5 días,,No,,,,,,,,50,540,1440,30,30,0,30,0,12,8,0,8,10,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,2,Menos de 3 días,1899-12-30T03:00:00.000Z,No,2019-50,1.0,0.0,0,0,2,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,1,0,0.0,0.0,1.0,1.0,2,0.5517241379310345,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
868,2019-12-29 20:50:03.226000+00:00,52 del 2019,No operativa,0,Hay pero no funciona,No,,0.0,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,Tipo IV,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,8.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",8.0,2.0,6.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,256,Entre 3 y 5 días,No hubo,No,,,,,,,,50,420,1380,30,30,0,30,0,12,8,0,8,10,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,2,Entre 3 y 5 días,1899-12-30T05:00:00.000Z,No,2019-51,1.0,0.0,0,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0,0.0,0.0,0.0,1.0,2,0.3103448275862069,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
853,2020-01-07 18:25:03.247000+00:00,1 del 2020,No operativa,,Hay pero no funciona,No,,,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,Tipo IV,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Sí,Sí,,IVSS,,8.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",8.0,2.0,6.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,256,Entre 3 y 5 días,Nunca ha existido,No,,,,,,,,50,480,600,30,30,0,30,0,12,8,0,8,6,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,2,Menos de 3 días,1899-12-30T04:00:00.000Z,No,2020-00,1.0,0.0,0,0,0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0,0.0,0.0,0.0,0.0,2,0.2413793103448276,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
856,2020-01-18 02:24:30.676000+00:00,2 del 2020,No operativa,0,Hay pero no funciona,No,0.0,,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,No hubo,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,8.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",8.0,2.0,6.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,206,Entre 3 y 5 días,Nunca ha existido,No,,,,,,,,50,720,1440,30,30,0,30,0,12,8,0,8,4,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Menos de 3 días,1899-12-30T00:40:00.000Z,No,2020-01,1.0,0.0,0,0,1,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0,0.0,0.0,2.0,2.0,2,0.5172413793103449,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
864,2020-01-18 02:30:49.190000+00:00,3 del 2020,No operativa,,Hay pero no funciona,No,,0.0,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Tipo IV,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,8.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",8.0,2.0,6.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,206,Entre 3 y 5 días,Nunca ha existido,No,,,,,,,,50,720,1440,30,30,0,30,0,12,8,0,8,5,0,"3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno",No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No,2020-02,1.0,0.0,0,2,2,2.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,2,0,0.0,0.0,2.0,2.0,2,0.6551724137931034,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
872,2020-02-01 17:38:25.211000+00:00,4 del 2020,No operativa,,Hay pero no funciona,No,,,,,,,,No operativa,,,,,,Entre 3 y 5 días,Nunca ha existido,Entre 3 y 5 días,Option 1,,Todos los días,,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,No operativa,No hubo,No hubo,CAR000,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Carabobo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,Tipo IV,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,IVSS,,9.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",9.0,1.0,8.0,5.0,3.0,Entre 3 y 5 días,456,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Nunca ha existido,Nunca ha existido,256,Entre 3 y 5 días,Nunca ha existido,No,,,,,,,,56,540,600,30,30,0,30,10,12,8,0,8,6,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,No,0,Menos de 3 días,1899-12-30T01:00:00.000Z,No,2020-03,1.0,0.0,0,0,1,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0,0.0,0.0,2.0,2.0,2,0.3793103448275862,0.0,0.0,3.0,3.0,3.0,,,0.0,Venezuela
